State_Name,Crop_Year,Season,Crop,Rainfall,Area,Fertilizer_Name,Fertilizer_Used,Produce,Humidity,Temperature
Tamil Nadu,2006,Kharif,Cotton,600.2119251276254,52.146097919778484,NPK,83.466563413817,1283.4672754024148,16.97064919156811,17.209718083726464
Maharashtra,2011,Zaid,Maize,503.3570946279137,2.707082675488895,Urea,13.115461514917405,897.7897081047867,21.605343069933603,21.070613519831106
Tamil Nadu,2005,Rabi,Wheat,482.9534314346933,74.84760823464735,DAP,123.87863468158186,1227.2174345321553,10.545519477084348,13.619676542569174
Andhra Pradesh,2007,Kharif,Maize,768.5929572751936,95.13687847895004,Potash,162.1777656535538,1780.2452883849626,30.28968613255455,27.687607178823725
Tamil Nadu,2013,Kharif,Maize,982.4595674162617,83.43020796937972,Urea,134.0408647345057,2021.2857876495352,9.252645805271632,13.797488795439449
Andhra Pradesh,2007,Rabi,Cotton,598.0230701187475,70.04432189810925,DAP,111.57089412927246,1378.2190136757195,26.91589603809507,27.221926588789966
Maharashtra,2000,Kharif,Maize,406.63533930426314,96.58426667069118,Potash,155.00688815347053,1213.326777242301,25.52260837344022,24.75239680873204
Andhra Pradesh,2016,Rabi,Cotton,236.55430625586078,81.30306555122971,Urea,148.4051464972086,923.841843328084,23.446489096410108,22.485220642309855
Karnataka,2000,Zaid,Cotton,798.1241857283956,38.657424588508384,Urea,84.31952949643983,1555.9005113854123,22.661187162452407,27.058884118726997
Andhra Pradesh,2019,Kharif,Wheat,952.8311802928401,21.57100267653158,NPK,40.27837536461395,1655.408586147161,7.278703293063895,12.251946067035037
Maharashtra,2002,Kharif,Cotton,720.4340222062921,47.521335421760895,Urea,72.16908338665658,1434.666747493065,9.469630866204636,12.135392804604379
Tamil Nadu,2008,Zaid,Cotton,809.0452239820582,62.880742709257966,Potash,116.66376459886219,1684.7023707615494,33.51315615420048,29.42904170207442
Karnataka,2011,Zaid,Wheat,164.26885317023272,17.426356132851744,NPK,37.305065375438474,466.23338733630357,15.617389657362184,13.730609745241246
Maharashtra,2019,Kharif,Wheat,948.4086166696367,50.546745534674635,Urea,89.0423889225159,1806.3695356440019,17.17332652486904,19.669647500749
Andhra Pradesh,2017,Rabi,Rice,306.03197414964427,67.75553835004494,DAP,128.0239114953172,959.8894484589005,35.40510720377898,34.64263735775151
Karnataka,2007,Rabi,Cotton,523.4507409264702,65.49943945393495,DAP,124.22271576689432,1280.4221370023429,20.664198128668673,24.7517740657304
Tamil Nadu,2003,Zaid,Rice,467.5132840870138,32.78476733970058,Potash,51.514671925739215,980.9755163226823,28.882028657879427,29.877506109742864
Andhra Pradesh,2016,Zaid,Wheat,509.3433177415565,32.137198559846624,Urea,60.931661275816666,1061.434265923609,41.220180308283915,39.64357644345262
Maharashtra,2004,Rabi,Wheat,471.92281371938935,19.570671598058187,Urea,42.12982458276373,949.5662021138182,16.598943541361532,16.106747150508216
Tamil Nadu,2008,Kharif,Maize,494.30448556514045,70.12675288309505,DAP,112.07721982126704,1216.087210697579,15.259734984183671,14.751344914156972
Maharashtra,2011,Kharif,Maize,183.8882811533703,99.23345680012675,DAP,176.13239114712488,938.3082574674356,27.117298401133766,24.951265141215856
Tamil Nadu,2005,Rabi,Rice,473.9413086418177,48.76745811882777,Urea,87.62949321710204,1086.2346507260893,30.444253415170973,27.981327960246997
Karnataka,2018,Zaid,Wheat,877.6242409857293,28.348492879382057,NPK,66.0076307149201,1624.278399709581,32.44487402839562,34.61648419556735
Tamil Nadu,2016,Rabi,Cotton,853.7283303457792,58.41241500445701,Potash,109.58320731877939,1728.0470718440652,22.60192544752227,19.97319867132248
Maharashtra,2010,Kharif,Wheat,509.81015517985094,32.855957672674705,DAP,56.74234748462097,1053.4922444050098,28.702807243950783,33.266334252977764
Maharashtra,2015,Kharif,Rice,734.7050929225023,81.3294813539228,Potash,135.00895000054535,1659.2579874482299,20.230055601948468,24.859859488492706
Tamil Nadu,2004,Zaid,Wheat,882.7302820259939,87.54484703137652,Urea,145.2159060644522,1904.8075077613216,23.847171856668268,22.29935859239093
Karnataka,2021,Zaid,Cotton,167.34542341933792,78.37100383602946,NPK,126.85846336341305,766.1440491948701,21.600542621043786,19.85696766950369
Maharashtra,2018,Kharif,Maize,958.7256333604086,63.05311872179079,NPK,121.25513731400746,1921.5820942267148,18.887103037119815,17.043107293060647
Tamil Nadu,2010,Zaid,Cotton,997.6833306605938,74.92987030705477,NPK,123.97219377826877,2014.4240300823558,25.250368177783518,23.31035654985117
Andhra Pradesh,2017,Kharif,Maize,141.39187180949148,79.81820305105897,DAP,128.6091755284561,736.5936065809897,29.903036596287635,26.977841857478104
Karnataka,2013,Kharif,Rice,257.5624195566141,61.33968690196514,NPK,105.01898791265062,832.7733447094527,18.344699638890255,16.965653328854568
Maharashtra,2009,Rabi,Rice,329.79403734323864,1.930345714032233,NPK,29.23592492132201,667.0573949021294,21.70754975254525,23.251893508114435
Tamil Nadu,2015,Zaid,Wheat,675.0448321240109,43.00658490762887,NPK,74.48924549497963,1353.8175627123767,21.86829885105223,24.496241831776484
Tamil Nadu,2000,Rabi,Rice,617.3307371607806,99.27651231906286,Urea,160.86618276409342,1557.772148849087,28.83586543601109,26.977870508670968
Andhra Pradesh,2003,Zaid,Cotton,919.5552583468395,74.77204325926304,Potash,139.3250675716659,1920.1149997407242,31.24800411563968,34.05795872635863
Karnataka,2004,Rabi,Rice,658.8020468172737,68.09868140371259,DAP,124.85085273060322,1493.6009168042833,38.56551721109427,37.10211112218904
Tamil Nadu,2022,Zaid,Maize,809.7494356091385,4.303088593317611,Potash,16.192667679904467,1371.6608700306522,19.473040749064083,22.465092802563323
Tamil Nadu,2007,Zaid,Maize,577.7671363325065,91.43521047368799,Urea,161.0213721008028,1488.6619342839836,36.66024832098345,34.194654813812996
Tamil Nadu,2011,Kharif,Wheat,823.8092847440596,47.36480749641684,DAP,75.5016501762279,1592.4759187676427,29.206301861040025,30.232186909007034
Tamil Nadu,2010,Rabi,Rice,181.27258801172496,40.062881472542486,DAP,66.88156466485148,600.0617332246674,16.675097240216846,17.864842247492092
Tamil Nadu,2008,Rabi,Maize,197.5114919793076,24.148368318946734,NPK,39.86944154424235,543.952807060235,12.273186413821655,16.6410160022197
Maharashtra,2008,Rabi,Cotton,918.4488745851029,30.916827278395772,Urea,57.414705798196735,1670.5957697894082,20.750658555564392,24.778738569346174
Karnataka,2005,Zaid,Rice,449.78124803512827,37.73014003320139,DAP,86.1096722919355,1036.7644893176298,35.652112355713044,31.797974516717247
Andhra Pradesh,2005,Kharif,Maize,850.3237749666894,61.94956919106448,Potash,120.05559339272166,1750.6092428442832,20.702002175682463,23.340875793372504
Tamil Nadu,2006,Rabi,Wheat,189.41916214551728,68.88234628264725,Potash,122.50224205421331,775.7501221513473,11.915854055705024,15.694256864832386
Maharashtra,2001,Kharif,Maize,182.50608143576878,21.998475726908005,DAP,54.89847478804835,530.8143381899968,42.53440811800581,39.66462711824265
Karnataka,2017,Zaid,Maize,161.7491375419203,76.75058021296987,Potash,120.71319081910129,753.0250730800493,18.431935754560893,14.426625398243312
Andhra Pradesh,2010,Zaid,Maize,349.5473613781147,98.41878505292615,Potash,177.46754669032396,1187.2203081253783,32.311468950823006,35.99343665520403
Tamil Nadu,2002,Kharif,Rice,810.9861978112785,24.55522900295584,Potash,45.5934469083633,1466.188404661786,28.23921854827597,25.782565797936016
Maharashtra,2012,Kharif,Cotton,503.4476928428957,36.84185840793369,DAP,73.23912922961709,1085.383363429986,35.90480679397746,31.817289914912056
Tamil Nadu,2005,Rabi,Wheat,512.2382698879138,96.43859212908085,DAP,147.31673456595374,1369.6837794805617,28.80507391547905,24.708065624326757
Andhra Pradesh,2000,Rabi,Maize,909.3400886111813,32.889070154886284,DAP,52.766244118005275,1650.965994204995,30.173627880974415,31.364583892789206
Tamil Nadu,2021,Zaid,Rice,508.34387581792447,60.937252361995974,Potash,96.29095102441651,1197.027861532365,35.27728106971815,33.068881903142156
Karnataka,2018,Kharif,Cotton,487.06294749974774,88.9210111768608,DAP,148.0192064533219,1318.899996888359,17.501686211332668,19.37645049991399
Tamil Nadu,2020,Kharif,Rice,436.8709210919832,16.111253552103655,Potash,49.76911290513587,898.4421444051318,15.284892961860725,12.896932976973568
Karnataka,2007,Zaid,Maize,600.7336620538151,59.060043191208216,Potash,105.02430069966346,1333.906621337291,32.46305810260225,29.960215600087462
Andhra Pradesh,2001,Rabi,Maize,971.558762780327,60.440599031243025,Potash,102.24823052391513,1893.2579299107094,12.809529892499635,16.72734607322697
Tamil Nadu,2014,Zaid,Wheat,203.39678217727737,28.57825303700492,Urea,50.07155534542387,579.82076353477,30.401481277005296,28.65171416407226
Andhra Pradesh,2005,Kharif,Wheat,648.0954239977588,66.12529157188995,Potash,117.94336771095537,1453.3156531627346,36.156359838365,37.64612563099518
Karnataka,2000,Rabi,Rice,882.8764358827943,57.06578838137625,DAP,96.43080181880667,1738.7652708901037,29.53468166050631,32.3833528601712
Maharashtra,2013,Rabi,Rice,508.2812116057156,16.583518308663777,Potash,34.03467564481008,984.2226732581482,33.05606456959518,36.5002655355503
Andhra Pradesh,2007,Rabi,Maize,706.5718395518018,27.938181511075676,DAP,62.03180288250808,1348.0258935808085,28.786469391153137,32.64829431005112
Maharashtra,2007,Zaid,Maize,199.8007949808375,68.1435714004199,DAP,120.55092089774624,782.5242444778953,35.0811893348144,39.533369749633586
Karnataka,2022,Kharif,Maize,371.2774258165931,21.912163942810917,NPK,36.625652786786155,776.529556121691,29.167371721651456,32.410423702893034
Maharashtra,2004,Rabi,Rice,579.3241130806814,23.780960891589306,Potash,53.71466565867684,1132.7459979056582,31.62343577635648,32.26123982123336
Maharashtra,2003,Rabi,Maize,929.0461910521711,86.34889134759457,DAP,147.58735108718918,1975.8496652690103,8.663766770161436,13.455201179913947
Tamil Nadu,2009,Kharif,Wheat,254.6858625202621,94.813816623348,Urea,157.51158529534342,996.1580646798113,12.53265927127158,13.17589400186758
Maharashtra,2013,Kharif,Maize,571.5662887005685,40.180902989073964,DAP,69.46688318259325,1181.6630253522694,21.454764934649972,25.31449853626445
Karnataka,2005,Rabi,Rice,915.3304584220454,35.58815128176565,NPK,77.07096399481595,1711.5835060066822,11.366044576570664,14.393326548330831
Karnataka,2000,Kharif,Rice,784.1937659922029,65.89539204135517,NPK,106.34456624774019,1636.9990083204607,32.285367058183084,32.796314488232454
Tamil Nadu,2006,Zaid,Rice,877.8221873482745,63.09452328307741,NPK,97.86098085749411,1747.3197167881842,13.801931226715556,18.240210024584776
Andhra Pradesh,2009,Rabi,Wheat,379.36706554567985,45.73947250636754,DAP,72.91750339205153,917.9792656418382,36.80888502783844,35.65880114368271
Maharashtra,2014,Kharif,Cotton,516.440493034545,55.87732076249209,Potash,109.75808109221755,1222.3247875814702,27.77039126826258,29.555123639458294
Maharashtra,2020,Kharif,Rice,551.2305716855449,95.81451352779192,DAP,159.34177450973863,1461.9548749934927,13.991144872174106,12.529873960736914
Andhra Pradesh,2006,Kharif,Cotton,322.96935123845583,44.33806915661406,Urea,80.36407587236492,839.3322897668849,17.57450133090574,18.486807358432536
Tamil Nadu,2021,Rabi,Cotton,711.007948503623,6.184186236064621,DAP,27.745236749214026,1245.1855782390337,19.11688399137367,21.596926141712135
Karnataka,2001,Rabi,Wheat,400.0258324545009,58.69121194405554,Urea,92.38734489070775,1024.6885094088475,22.709151811576554,21.758739530060808
Andhra Pradesh,2005,Kharif,Wheat,378.62369867436485,38.291251299573716,Potash,82.96099764647735,930.4261764969873,34.01738456666024,32.16324016388448
Andhra Pradesh,2004,Zaid,Wheat,681.4223386601391,42.917230265888264,Potash,75.18184853779937,1361.74849935887,38.29275723475768,38.430048026030406
Karnataka,2012,Rabi,Cotton,999.9789589927257,16.339572121496076,DAP,35.527929998585144,1716.9153497963255,32.42463638549998,32.15932009004403
Tamil Nadu,2000,Rabi,Cotton,888.7534952884677,62.18511508385729,NPK,109.86908322346876,1787.8440136678025,32.76877422576176,28.74221439861738
Maharashtra,2015,Zaid,Maize,139.32318515906292,37.065641998946134,Potash,79.81439055539117,560.6896416558286,30.854040226399523,33.51401078304528
Karnataka,2001,Zaid,Wheat,378.5211069065106,81.05376323798785,DAP,137.85766436654563,1122.8290824958704,39.14999359035721,39.53319380594732
Tamil Nadu,2007,Zaid,Cotton,800.3116335249333,50.78776245727032,Potash,87.63309852729745,1586.874589941857,31.711855634390464,36.19005760178042
Maharashtra,2010,Kharif,Rice,886.7052505470133,55.89953379701869,DAP,89.55386429989909,1735.5081079465172,30.621417904664295,32.89350490875073
Karnataka,2021,Zaid,Maize,847.9420467743672,10.079643396250246,DAP,44.107625031747745,1505.014132530211,21.41144682927264,22.446907174570164
Tamil Nadu,2021,Rabi,Cotton,312.2002664770894,99.45800977259083,NPK,158.70041991564227,1108.6672919775235,32.41262690364721,29.498820528825448
Karnataka,2014,Rabi,Maize,134.47287200533935,91.82222098966238,Urea,154.09007697254157,809.4531731612334,32.519022605939156,28.46044771490645
Andhra Pradesh,2016,Zaid,Wheat,330.3315355933402,83.66134682895571,Urea,143.54351728792946,1056.991407116945,16.654559287039117,18.643047341176917
Andhra Pradesh,2018,Kharif,Cotton,314.5955531138404,64.25622148510823,Urea,113.25987446460576,944.4732757128328,27.40116294955326,26.081613529421837
Karnataka,2015,Rabi,Rice,746.6898950131174,29.83592678975053,NPK,45.06333612482453,1378.7030327661384,30.281292664371158,30.046447087589044
Tamil Nadu,2011,Rabi,Rice,160.91139061796144,53.07988508689488,DAP,97.77398825913848,654.7439178936828,25.460760259440878,24.104052344754578
Tamil Nadu,2000,Kharif,Cotton,328.2852349622915,2.607980879785815,Potash,27.003064257601622,669.5679124771066,35.49691107141889,33.14504122329578
Tamil Nadu,2022,Rabi,Maize,220.06863087342762,35.87760556530476,DAP,65.34825691618207,652.7806646207039,39.209887289844715,39.42457557366548
Karnataka,2017,Rabi,Maize,830.3479136628457,7.246953166190238,Urea,34.168349227921354,1430.911207985004,11.403154430759471,15.98409501145565
Tamil Nadu,2019,Rabi,Rice,563.845230329049,98.92314752731622,DAP,163.8991803489588,1483.0784164894153,23.517640950845152,20.709225281060903
Tamil Nadu,2019,Rabi,Cotton,345.8949455024861,80.13489874030573,NPK,133.37404709430405,1064.3035401959216,17.039271028144206,20.171098852244818
Maharashtra,2017,Rabi,Wheat,430.6122342637138,79.93179715728989,Potash,126.54565344736847,1169.1998548047154,36.65750980470317,39.852944945322264
Tamil Nadu,2014,Kharif,Maize,389.09028539313465,8.92682219642453,Potash,32.589369997376515,779.5988779865086,29.208414091084506,30.692944253364587
Andhra Pradesh,2003,Rabi,Wheat,754.1329561399925,91.24911585378177,DAP,155.3790692849025,1743.4200115771912,13.432580818432273,11.720741929495594
Maharashtra,2012,Kharif,Cotton,426.98001758588407,80.30850158065482,DAP,143.42960697900628,1196.7015290733993,28.787348750289414,33.439359092303995
Andhra Pradesh,2022,Kharif,Wheat,312.39584237831707,64.87112469424693,DAP,111.0563894945292,920.7361442556133,22.207322136944825,23.497677061443817
Maharashtra,2020,Zaid,Maize,786.7760246187215,57.81825605505567,NPK,102.57189087689817,1611.9319166389814,15.760206972344818,13.40345837755054
Maharashtra,2002,Kharif,Cotton,565.9707467875528,91.44070807550548,DAP,142.95095340014524,1429.0185666820887,30.296121893317213,28.356315482909277
Maharashtra,2020,Rabi,Maize,280.1605068920082,14.437113355322197,Potash,23.166460989023264,618.607393502506,38.99100891435958,34.315396550728956
Tamil Nadu,2010,Kharif,Wheat,701.0558114400711,71.24450819513923,Urea,122.76849098371773,1543.971644431172,33.28910629597853,31.286913736311593
Karnataka,2005,Zaid,Wheat,814.3267454605025,51.366818772255776,NPK,80.07464121154734,1595.811787151052,11.328735176843923,10.788520804247971
Tamil Nadu,2009,Rabi,Maize,520.6652553625073,98.31818380663579,Potash,154.16187360582612,1390.416619159259,31.294659054451035,31.508007955298496
Maharashtra,2018,Zaid,Rice,792.2480953372282,82.51060055133067,NPK,129.26657015899076,1725.8111807022258,28.848417526514424,30.40326971948743
Karnataka,2016,Rabi,Cotton,791.003473621891,13.774262821891973,NPK,38.08550217696677,1407.9671345214274,15.74340587978303,19.123736284224034
Karnataka,2022,Rabi,Wheat,411.42077410768576,94.14950143822193,Potash,169.90677227592482,1256.0286445953684,22.77694541576322,26.52524246449419
Tamil Nadu,2010,Kharif,Maize,652.9854504773782,10.249412281474026,Potash,35.421796040464834,1179.5982992228858,32.75438455991724,28.73437562300997
Tamil Nadu,2005,Rabi,Rice,858.27700370205,56.79818540869828,Urea,107.77099730501413,1724.3576040372354,28.814436719177372,27.303136944321373
Maharashtra,2015,Kharif,Rice,656.2975836924618,3.9983039595616408,DAP,33.00625291909848,1170.1155103298508,20.419830463756266,17.34633731946829
Maharashtra,2007,Zaid,Maize,367.6904842867681,8.224329525029233,DAP,14.771999742251307,705.3524971197746,26.32563287708842,28.19980788461909
Tamil Nadu,2003,Kharif,Wheat,760.7797793240921,86.21695920967821,DAP,156.7651192818108,1738.6166971760963,19.238202262501083,19.573476592094718
Tamil Nadu,2019,Kharif,Wheat,504.6364107960983,14.946885865810167,DAP,27.114806724439763,957.812480280107,42.903683837922074,38.8805755671801
Tamil Nadu,2011,Zaid,Cotton,940.3763817244643,72.39171445339007,NPK,113.38947267502554,1901.568714776019,36.345972638487645,36.372269908012555
Andhra Pradesh,2012,Zaid,Maize,950.7095236623136,51.03900183935338,NPK,104.16813715768308,1840.030095889807,28.6702208694373,24.84682610575529
Maharashtra,2010,Rabi,Rice,357.1735432969158,1.8095631887768513,Potash,5.001434949891866,656.3360693162059,17.550046108543402,22.097622163430756
Andhra Pradesh,2010,Rabi,Maize,613.2534794929264,20.270874886884187,NPK,45.31743595105388,1167.5867355727223,23.282527334926687,18.391620328719462
Andhra Pradesh,2016,Kharif,Rice,215.79705162029364,10.57146711644878,Potash,30.113890750275147,516.4178663361648,15.352650292686832,14.32802078106803
Maharashtra,2020,Zaid,Cotton,550.0701132135795,5.485031894240398,Urea,12.366806201582524,972.269836657186,28.342872993586663,28.187815672114123
